Step,Normal Vehicles,Autonomous Vehicles(Particles),Vehicle Type,Fitness,Travel Time,Interaction Score,Interaction Information,Global Best Fitness,Global Best Position
43,,5,auto,-0.9974093264248705,386.0,-1,"Autonomous Vehicle 5 is too close to the Following Normal Vehicle (6),
 distance: 1.3356487758732811
",,
43,6,,car,,380.0,0,,,
43,7,,car,,372.0,0,,,
44,1,,car,,414.0,0,,,
44,,12,auto,0.002976190476190476,336.0,0,,,
44,,2,auto,1.002439024390244,410.0,1,"Autonomous Vehicle 2 is too close to the Following Normal Vehicle (7),
 distance: 37.52942705381219
Autonomous Vehicle 2 is too close to a Neighbor Normal Vehicle (6) in a different lane,
 distance: 3.214162424675033
Autonomous Vehicle 2 is blocked by Normal Vehicle 6,
 distance: 3.214162424675033
",,
44,,5,auto,-0.9974619289340102,394.0,-1,"Autonomous Vehicle 5 is too close to the Following Normal Vehicle (6),
 distance: 1.2305446341725172
",,
44,6,,car,,388.0,0,,,
44,7,,car,,380.0,0,,,
45,1,,car,,420.0,0,,,
45,,12,auto,0.0029239766081871343,342.0,0,,,
45,,2,auto,1.0024038461538463,416.0,1,"Autonomous Vehicle 2 is too close to the Following Normal Vehicle (7),
 distance: 34.6245891642124
Autonomous Vehicle 2 is too close to a Neighbor Normal Vehicle (6) in a different lane,
 distance: 3.2023382709411634
Autonomous Vehicle 2 is blocked by Normal Vehicle 6,
 distance: 3.2023382709411634
",,
45,,5,auto,-0.9975,400.0,-1,"Autonomous Vehicle 5 is too close to the Following Normal Vehicle (6),
 distance: 0.4123727535534556
",,
45,6,,car,,394.0,0,,,
45,7,,car,,386.0,0,,,
46,1,,car,,426.0,0,,,
46,,12,auto,0.0028735632183908046,348.0,0,"Autonomous Vehicle 12 is too close to the Following Normal Vehicle (7),
 distance: 14.690414255524338
",,
46,,2,auto,1.0023696682464456,422.0,1,"Autonomous Vehicle 2 is blocked by Normal Vehicle 5,
 distance: 81.57486318859215
",,
46,,5,auto,-0.9975369458128078,406.0,-1,"Autonomous Vehicle 5 is too close to the Following Normal Vehicle (6),
 distance: 0.3101921682658002
",,
46,6,,car,,400.0,0,,,
46,7,,car,,392.0,0,,,
47,,12,auto,0.002824858757062147,354.0,0,,,
47,,2,auto,0.002336448598130841,428.0,0,"Autonomous Vehicle 2 is too close to the Following Normal Vehicle (5),
 distance: 1.4143236958310155
",,
47,,5,auto,1.0024271844660195,412.0,1,"Autonomous Vehicle 5 is too close to the Following Normal Vehicle (12),
 distance: 16.60752018171877
",,
47,6,,car,,406.0,1,,,
47,7,,car,,398.0,0,,,
48,,12,auto,0.002770083102493075,361.0,0,,,
48,,2,auto,0.0022988505747126436,435.0,0,"Autonomous Vehicle 2 is too close to the Following Normal Vehicle (5),
 distance: 2.2664951244024394
",,
48,,5,auto,0.002386634844868735,419.0,0,"Autonomous Vehicle 5 is too close to the Following Normal Vehicle (12),
 distance: 15.75534875314733
",,
48,6,,car,,413.0,0,,,
48,7,,car,,405.0,0,,,
49,,12,auto,0.00273224043715847,366.0,0,,,
49,,2,auto,0.0022727272727272726,440.0,0,"Autonomous Vehicle 2 is too close to the Following Normal Vehicle (5),
 distance: 2.9766379815453092
Autonomous Vehicle 2 is blocked by Normal Vehicle 12,
 distance: 18.303738873431808
",,
49,,5,auto,0.0023584905660377358,424.0,0,"Autonomous Vehicle 5 is too close to the Following Normal Vehicle (7),
 distance: 22.501799354630926
Autonomous Vehicle 5 is blocked by Normal Vehicle 12,
 distance: 15.381749590120359
",,
49,6,,car,,418.0,0,,,
49,7,,car,,410.0,0,,,
50,,12,auto,0.0026954177897574125,371.0,0,,,
50,,2,auto,0.0022471910112359553,445.0,0,"Autonomous Vehicle 2 is too close to the Following Normal Vehicle (7),
 distance: 31.356881313760024
Autonomous Vehicle 2 is blocked by Normal Vehicle 5,
 distance: 13.909874411618826
",,
50,,5,auto,0.002331002331002331,429.0,0,"Autonomous Vehicle 5 is too close to the Following Normal Vehicle (12),
 distance: 14.33506303886162
",,
50,6,,car,,423.0,0,,,
50,7,,car,,415.0,0,,,
51,,12,auto,0.0026595744680851063,376.0,0,"Autonomous Vehicle 12 is too close to the Following Normal Vehicle (7),
 distance: 3.7719430931317532
",,
51,,2,auto,0.0022222222222222222,450.0,0,"Autonomous Vehicle 2 is too close to the Following Normal Vehicle (12),
 distance: 33.98449049964061
Autonomous Vehicle 2 is blocked by Normal Vehicle 5,
 distance: 23.631319710605425
",,
51,,5,auto,0.002304147465437788,434.0,0,,,
51,6,,car,,428.0,0,,,
51,7,,car,,420.0,0,,,
52,,12,auto,0.002617801047120419,382.0,0,"Autonomous Vehicle 12 is blocked by Normal Vehicle 7,
 distance: 67.69307355441686
",,
52,,2,auto,0.0021929824561403508,456.0,0,"Autonomous Vehicle 2 is too close to the Following Normal Vehicle (12),
 distance: 42.6716322576869
Autonomous Vehicle 2 is blocked by Normal Vehicle 5,
 distance: 33.35343185710035
",,
52,,5,auto,0.0022727272727272726,440.0,0,"Autonomous Vehicle 5 is too close to the Following Normal Vehicle (7),
 distance: 15.15468003036625
",,
52,7,,car,,426.0,0,,,
53,,12,auto,1.0025906735751295,386.0,1,"Autonomous Vehicle 12 is too close to a Neighbor Normal Vehicle (7) in a different lane,
 distance: 69.81451955419617
Autonomous Vehicle 12 is blocked by Normal Vehicle 7,
 distance: 69.81451955419617
",,
53,,2,auto,0.002173913043478261,460.0,0,"Autonomous Vehicle 2 is too close to the Following Normal Vehicle (12),
 distance: 49.74909632317812
",,
53,,5,auto,0.0022522522522522522,444.0,0,"Autonomous Vehicle 5 is too close to the Following Normal Vehicle (7),
 distance: 13.150802626192032
",,
53,7,,car,,430.0,0,,,
54,,12,auto,1.0025641025641026,390.0,1,,,
54,,2,auto,0.0021551724137931034,464.0,0,,,
54,,5,auto,0.002232142857142857,448.0,0,"Autonomous Vehicle 5 is too close to the Following Normal Vehicle (7),
 distance: 11.302874124331453
",,
54,7,,car,,434.0,0,,,
55,,12,auto,0.0025380710659898475,394.0,0,,,
55,,2,auto,0.002136752136752137,468.0,0,"Autonomous Vehicle 2 is too close to the Following Normal Vehicle (12),
 distance: 63.10391869444134
",,
55,,5,auto,0.0022123893805309734,452.0,0,"Autonomous Vehicle 5 is too close to the Following Normal Vehicle (7),
 distance: 9.237652648347762
",,
55,7,,car,,438.0,0,,,
56,,12,auto,0.002506265664160401,399.0,0,,,
56,,2,auto,0.0021141649048625794,473.0,0,"Autonomous Vehicle 2 is too close to the Following Normal Vehicle (12),
 distance: 68.42234589328982
",,
56,,5,auto,0.002188183807439825,457.0,0,"Autonomous Vehicle 5 is too close to the Following Normal Vehicle (7),
 distance: 6.877782975239043
",,
56,7,,car,,443.0,0,,,
57,,12,auto,0.0024813895781637717,403.0,0,,,
57,,2,auto,0.0020964360587002098,477.0,0,"Autonomous Vehicle 2 is too close to the Following Normal Vehicle (12),
 distance: 73.18191901263964
",,
57,,5,auto,0.0021691973969631237,461.0,0,"Autonomous Vehicle 5 is too close to the Following Normal Vehicle (7),
 distance: 4.765876939853683
",,
57,7,,car,,447.0,0,,,
58,,12,auto,0.002457002457002457,407.0,0,,,
58,,2,auto,0.002079002079002079,481.0,0,"Autonomous Vehicle 2 is too close to the Following Normal Vehicle (12),
 distance: 78.30215451032751
",,
58,,5,auto,0.002150537634408602,465.0,0,"Autonomous Vehicle 5 is too close to the Following Normal Vehicle (7),
 distance: 2.8944691593660252
",,
58,7,,car,,451.0,0,,,
59,,12,auto,0.0024330900243309003,411.0,0,,,
59,,2,auto,0.002061855670103093,485.0,0,"Autonomous Vehicle 2 is too close to the Following Normal Vehicle (12),
 distance: 81.84819678289868
",,
59,,5,auto,0.0021321961620469083,469.0,0,"Autonomous Vehicle 5 is too close to the Following Normal Vehicle (7),
 distance: 1.193162097581009
",,
59,7,,car,,455.0,0,,,
60,,12,auto,0.002403846153846154,416.0,0,,,
60,,2,auto,0.0020408163265306124,490.0,0,,,
60,,5,auto,1.0021097046413503,474.0,1,"Autonomous Vehicle 5 is too close to the Following Normal Vehicle (7),
 distance: 0.4571023898856623
",,
60,7,,car,,460.0,0,,,
61,,12,auto,0.002380952380952381,420.0,0,,,
61,,2,auto,0.0020242914979757085,494.0,0,,,
61,,5,auto,1.002092050209205,478.0,1,"Autonomous Vehicle 5 is too close to the Following Normal Vehicle (7),
 distance: 0.3194817413405673
",,
61,7,,car,,464.0,0,,,
62,,12,auto,0.0023584905660377358,424.0,0,,,
62,,2,auto,0.002008032128514056,498.0,0,,,
62,,5,auto,1.0020746887966805,482.0,1,"Autonomous Vehicle 5 is too close to the Following Normal Vehicle (7),
 distance: 0.32383905784935507
",,
62,7,,car,,468.0,1,,,
63,,12,auto,0.002336448598130841,428.0,0,,,
63,,2,auto,0.00199203187250996,502.0,0,"Autonomous Vehicle 2 is too close to the Following Normal Vehicle (12),
 distance: 91.27420127586754
",,
63,,5,auto,1.0020576131687242,486.0,1,"Autonomous Vehicle 5 is too close to the Following Normal Vehicle (7),
 distance: 0.3421705628531839
",,
63,7,,car,,472.0,1,,,
64,,12,auto,0.0023094688221709007,433.0,0,,,
64,,2,auto,0.0019723865877712033,507.0,0,,,
64,,5,auto,1.0020366598778003,491.0,1,"Autonomous Vehicle 5 is too close to the Following Normal Vehicle (7),
 distance: 0.3022317832468815
",,
64,7,,car,,477.0,0,,,
65,,12,auto,0.002288329519450801,437.0,0,,,
65,,2,auto,0.0019569471624266144,511.0,0,,,
65,,5,auto,1.002020202020202,495.0,1,"Autonomous Vehicle 5 is too close to the Following Normal Vehicle (7),
 distance: 0.35723551103771456
",,
65,7,,car,,481.0,0,,,
66,,12,auto,0.0022675736961451248,441.0,0,,,
66,,2,auto,0.001941747572815534,515.0,0,,,
66,,5,auto,1.002004008016032,499.0,1,,,
66,7,,car,,485.0,0,,,
67,,12,auto,0.0022471910112359553,445.0,0,,,
67,,2,auto,0.0019267822736030828,519.0,0,,,
67,,5,auto,0.0019880715705765406,503.0,0,,,
67,7,,car,,489.0,0,,,
68,,12,auto,0.0022222222222222222,450.0,0,,,
68,,2,auto,0.0019083969465648854,524.0,0,,,
68,,5,auto,0.001968503937007874,508.0,0,,,
68,7,,car,,494.0,0,,,
69,,12,auto,0.0022026431718061676,454.0,0,,,
69,,2,auto,0.001893939393939394,528.0,0,"Autonomous Vehicle 2 is too close to the Following Normal Vehicle (5),
 distance: 92.30264067286751
",,
69,,5,auto,0.001953125,512.0,0,"Autonomous Vehicle 5 is too close to the Following Normal Vehicle (12),
 distance: 3.894436361388854
",,
69,7,,car,,498.0,0,,,
70,,12,auto,0.002183406113537118,458.0,0,,,
70,,2,auto,0.0018796992481203006,532.0,0,"Autonomous Vehicle 2 is too close to the Following Normal Vehicle (5),
 distance: 91.45227266374013
",,
70,,5,auto,0.001937984496124031,516.0,0,"Autonomous Vehicle 5 is blocked by Normal Vehicle 12,
 distance: 83.26800045936292
",,
70,7,,car,,502.0,0,,,
71,,12,auto,0.0021645021645021645,462.0,0,,,
71,,2,auto,0.0018656716417910447,536.0,0,"Autonomous Vehicle 2 is too close to the Following Normal Vehicle (5),
 distance: 90.64815502184611
",,
71,,5,auto,0.0019230769230769232,520.0,0,"Autonomous Vehicle 5 is too close to a Neighbor Normal Vehicle (12) in a different lane,
 distance: 83.97268255269667
Autonomous Vehicle 5 is blocked by Normal Vehicle 12,
 distance: 83.97268255269667
",,
71,7,,car,,506.0,0,,,
72,,12,auto,0.0021413276231263384,467.0,0,,,
72,,2,auto,0.0018484288354898336,541.0,0,"Autonomous Vehicle 2 is too close to the Following Normal Vehicle (5),
 distance: 89.89152894288327
",,
72,,5,auto,0.0019047619047619048,525.0,0,"Autonomous Vehicle 5 is blocked by Normal Vehicle 12,
 distance: 84.67745588671501
",,
73,,12,auto,0.002127659574468085,470.0,0,,,
73,,2,auto,0.001838235294117647,544.0,0,"Autonomous Vehicle 2 is too close to the Following Normal Vehicle (5),
 distance: 89.35595430384521
",,
73,,5,auto,0.001893939393939394,528.0,0,"Autonomous Vehicle 5 is too close to a Neighbor Normal Vehicle (12) in a different lane,
 distance: 88.15000724263527
Autonomous Vehicle 5 is blocked by Normal Vehicle 12,
 distance: 88.15000724263527
",,
74,,12,auto,0.0021141649048625794,473.0,0,,,
74,,2,auto,0.0018281535648994515,547.0,0,"Autonomous Vehicle 2 is too close to the Following Normal Vehicle (5),
 distance: 88.84826982506027
",,
74,,5,auto,0.0018832391713747645,531.0,0,"Autonomous Vehicle 5 is too close to a Neighbor Normal Vehicle (12) in a different lane,
 distance: 93.32363686903247
Autonomous Vehicle 5 is blocked by Normal Vehicle 12,
 distance: 93.32363686903247
",,
75,,12,auto,0.0021008403361344537,476.0,0,,,
75,,2,auto,0.0018181818181818182,550.0,0,"Autonomous Vehicle 2 is too close to the Following Normal Vehicle (5),
 distance: 88.36895619931666
",,
75,,5,auto,0.0018726591760299626,534.0,0,,,
76,,12,auto,0.0020833333333333333,480.0,0,,,
76,,2,auto,0.0018050541516245488,554.0,0,,,
76,,5,auto,0.0018587360594795538,538.0,0,,,
77,,12,auto,0.002070393374741201,483.0,0,,,
77,,2,auto,0.0017953321364452424,557.0,0,,,
77,,5,auto,0.0018484288354898336,541.0,0,,,
78,,12,auto,0.00205761316872428,486.0,0,,,
78,,2,auto,0.0017857142857142857,560.0,0,,,
78,,5,auto,0.001838235294117647,544.0,0,,,
79,,12,auto,0.002044989775051125,489.0,0,,,
79,,2,auto,0.0017761989342806395,563.0,0,,,
79,,5,auto,0.0018281535648994515,547.0,0,,,
80,,12,auto,0.002028397565922921,493.0,0,,,
80,,2,auto,0.001763668430335097,567.0,0,,,
80,,5,auto,0.0018148820326678765,551.0,0,,,
81,,12,auto,0.0020161290322580645,496.0,0,,,
81,,2,auto,0.0017543859649122807,570.0,0,,,
81,,5,auto,0.0018050541516245488,554.0,0,,,
82,,12,auto,0.002004008016032064,499.0,0,,,
82,,2,auto,0.0017452006980802793,573.0,0,,,
82,,5,auto,0.0017953321364452424,557.0,0,,,
83,,12,auto,0.00199203187250996,502.0,0,,,
83,,2,auto,0.001736111111111111,576.0,0,,,
83,,5,auto,0.0017857142857142857,560.0,0,,,
84,,12,auto,0.001976284584980237,506.0,0,,,
84,,2,auto,0.0017241379310344827,580.0,0,,,
84,,5,auto,0.0017730496453900709,564.0,0,,,
85,,12,auto,0.0019646365422396855,509.0,0,,,
85,,2,auto,0.0017152658662092624,583.0,0,,,
85,,5,auto,0.001763668430335097,567.0,0,,,
86,,12,auto,0.001953125,512.0,0,,,
86,,2,auto,0.0017064846416382253,586.0,0,,,
86,,5,auto,0.0017543859649122807,570.0,0,,,
87,,12,auto,0.001941747572815534,515.0,0,,,
87,,2,auto,0.001697792869269949,589.0,0,,,
87,,5,auto,0.0017452006980802793,573.0,0,,,
88,,12,auto,0.0019267822736030828,519.0,0,,,
88,,2,auto,0.0016863406408094434,593.0,0,,,
88,,5,auto,0.0017331022530329288,577.0,0,,,
89,,12,auto,0.0019157088122605363,522.0,0,,,
89,,2,auto,0.0016778523489932886,596.0,0,,,
89,,5,auto,0.0017241379310344827,580.0,0,,,
90,,12,auto,0.0019047619047619048,525.0,0,,,
90,,2,auto,0.001669449081803005,599.0,0,,,
90,,5,auto,0.0017152658662092624,583.0,0,,,
91,,12,auto,0.001893939393939394,528.0,0,,,
91,,2,auto,0.0016611295681063123,602.0,0,,,
91,,5,auto,0.0017064846416382253,586.0,0,,,
92,,12,auto,0.0018796992481203006,532.0,0,,,
92,,2,auto,0.0016501650165016502,606.0,0,,,
92,,5,auto,0.001694915254237288,590.0,0,,,
93,,12,auto,0.001869158878504673,535.0,0,,,
93,,2,auto,0.0016420361247947454,609.0,0,"Autonomous Vehicle 2 is blocked by Normal Vehicle 12,
 distance: 138.69089123993598
",,
93,,5,auto,0.0016863406408094434,593.0,0,,,
94,,12,auto,0.0018587360594795538,538.0,0,,,
94,,2,auto,0.0016339869281045752,612.0,0,"Autonomous Vehicle 2 is blocked by Normal Vehicle 12,
 distance: 138.3452541669828
",,
94,,5,auto,0.0016778523489932886,596.0,0,,,
95,,12,auto,0.0018484288354898336,541.0,0,,,
95,,2,auto,0.0016260162601626016,615.0,0,"Autonomous Vehicle 2 is blocked by Normal Vehicle 12,
 distance: 138.00103986312618
",,
95,,5,auto,0.001669449081803005,599.0,0,,,
96,,12,auto,0.001834862385321101,545.0,0,,,
96,,2,auto,0.0016155088852988692,619.0,0,"Autonomous Vehicle 2 is blocked by Normal Vehicle 12,
 distance: 137.54431911026217
",,
96,,5,auto,0.001658374792703151,603.0,0,,,
97,,12,auto,0.0018248175182481751,548.0,0,,,
97,,2,auto,0.001607717041800643,622.0,0,"Autonomous Vehicle 2 is blocked by Normal Vehicle 12,
 distance: 137.20346621361574
",,
97,,5,auto,0.0016501650165016502,606.0,0,,,
98,,12,auto,0.0018148820326678765,551.0,0,,,
98,,2,auto,0.0016,625.0,0,"Autonomous Vehicle 2 is blocked by Normal Vehicle 12,
 distance: 136.8640719025037
",,
98,,5,auto,0.0016420361247947454,609.0,0,,,
99,,12,auto,0.0018050541516245488,554.0,0,,,
99,,2,auto,0.0015923566878980893,628.0,0,"Autonomous Vehicle 2 is blocked by Normal Vehicle 12,
 distance: 136.52614705474687
",,
99,,5,auto,0.0016339869281045752,612.0,0,,,
